adc0_data1,adc0_data2,adc0_data3,adc0_data6,adc0_data7,adc0_data8,adc0_data9,adc0_data10,adc0_data11,adc0_data12,adc1_data0,adc1_data1,adc1_data2,adc1_data3,adc1_data4,adc1_data5,adc1_data6,adc1_data7,adc1_data8,adc1_data9,adc1_data10,adc1_data11,adc1_data13,adc1_data14,adc1_data15,adc2_data0,adc2_data1,adc2_data2,adc2_data3,adc2_data4,adc2_data5,adc2_data8,adc2_data9,adc2_data11,adc2_data13,adc2_data14,adc2_data15,adc3_data0,adc3_data2,adc3_data3,adc3_data4,adc3_data6,adc3_data7,adc3_data8,adc3_data9,adc3_data11
-0.08353202790021896,0.004084205254912376,0.011575414799153805,0.014037844724953175,-0.014991282485425472,-0.04496823996305466,-0.011781939305365086,0.014957680366933346,-0.11056056618690491,0.003347767284139991,-0.025776078924536705,-0.0175147857517004,0.02256382629275322,-0.006039780098944902,0.06631046533584595,-0.00911220908164978,0.028987811878323555,0.024005528539419174,-0.03320067748427391,0.07509275525808334,0.007814465090632439,0.006351056508719921,-0.061815205961465836,0.012858561240136623,-0.09914255887269974,0.10369550436735153,-0.005131489131599665,-0.013113460503518581,-0.08768688887357712,-0.026702944189310074,-0.03608771041035652,-0.016997497528791428,-0.08353734761476517,-0.0488666296005249,-0.06420714408159256,-0.025978796184062958,-0.035953912883996964,-0.01732674613595009,-0.030265072360634804,-0.060172028839588165,-0.0679054781794548,-0.017036020755767822,-0.03625820577144623,0.014525549486279488,0.030961211770772934,0.23871676623821259
-0.03815523907542229,0.10097600519657135,0.0162399522960186,0.029501015320420265,0.055143993347883224,-0.06786397844552994,0.03199319168925285,0.03164135292172432,0.02709609642624855,0.2538991868495941,0.027511488646268845,-0.0175147857517004,0.019945750012993813,0.00040256185457110405,0.17559517920017242,-0.017809638753533363,0.06663770973682404,0.07145538926124573,-0.03487445041537285,0.06817654520273209,0.020289918407797813,-0.00326066673733294,-0.061815205961465836,0.029407329857349396,-0.010749371722340584,0.1275063306093216,-0.005131489131599665,0.3930669128894806,-0.011298528872430325,-0.03319196030497551,0.04349150136113167,-0.005300240591168404,-0.06288138031959534,-0.05763433128595352,-0.06420714408159256,-0.02675657905638218,-0.04125620052218437,0.03438907116651535,0.06135105714201927,-0.09056856483221054,-0.11540888994932175,-0.10169526934623718,0.18566736578941345,0.15190406143665314,0.07249639928340912,0.20395565032958984
-0.07445665448904037,0.03533962741494179,-0.011747282929718494,0.021769432350993156,0.014231743291020393,-0.052600160241127014,0.0028097701724618673,0.0198646392673254,0.02709609642624855,0.04189414158463478,0.014189599081873894,-0.004130072891712189,0.02125478908419609,-0.004282778594642878,0.0975346565246582,-0.017809638753533363,0.03925596550107002,0.024005528539419174,-0.04324329271912575,0.06126033887267113,0.021676080301404,-0.05131930112838745,-0.061815205961465836,-0.036787740886211395,-0.08809342980384827,0.1275063306093216,-0.01131900493055582,-0.013113460503518581,-0.16407524049282074,-0.02994745410978794,-0.027245575562119484,-0.009199325926601887,-0.07320936024188995,-0.05178920924663544,-0.07028693705797195,-0.026367690414190292,-0.035953912883996964,0.018874330446124077,-0.00827720109373331,-0.10272718966007233,-0.11540888994932175,-0.050899725407361984,0.041415754705667496,0.05377654731273651,0.05588231235742569,0.18078142404556274
0.04352298751473427,-0.2772144675254822,0.2541314661502838,-0.03750604763627052,-0.17571797966957092,0.04661470279097557,-0.09349551796913147,-0.021353838965296745,-0.11056056618690491,-0.2857500910758972,-0.17231689393520355,0.06948583573102951,0.033036138862371445,-0.02302413433790207,-0.042974215000867844,0.10830314457416534,-0.06342559307813644,-0.13416074216365814,0.09065806120634079,0.0820089727640152,-0.06010746210813522,0.2370324730873108,-0.061815205961465836,0.1783462017774582,0.04449636861681938,0.008452304638922215,0.019618574529886246,-0.013113460503518581,0.17967239022254944,-0.03319196030497551,-0.17756186425685883,-0.018947038799524307,-0.08353734761476517,-0.01964099146425724,0.020910106599330902,-0.024423224851489067,0.02502250485122204,-0.1698884218931198,-0.10355794429779053,0.25595200061798096,0.3596249520778656,0.1522824466228485,-0.457916796207428,-0.240605890750885,-0.01888100430369377,0.28506508469581604
-0.03815523907542229,0.01658637635409832,0.006910872180014849,0.023058028891682625,0.011309442110359669,-0.06404803693294525,0.005728114861994982,0.020846035331487656,0.02709609642624855,0.11898687481880188,0.027511488646268845,-0.0175147857517004,0.02125478908419609,-0.004282778594642878,0.05069836601614952,-0.026507070288062096,0.03241052106022835,0.024005528539419174,-0.029853148385882378,0.054344113916158676,0.023062240332365036,-0.04170757904648781,-0.061815205961465836,-0.036787740886211395,-0.03284766525030136,0.07988470047712326,-0.005131489131599665,-0.013113460503518581,-0.04949270188808441,-0.026702944189310074,-0.009561306796967983,-0.0033506969921290874,-0.05255339667201042,-0.05471177026629448,-0.07028693705797195,-0.02675657905638218,-0.03065161593258381,0.008531159721314907,-0.01194184459745884,-0.08448925614356995,-0.08373996615409851,-0.06783155351877213,-0.0029693704564124346,0.03415105119347572,0.0641893595457077,0.13443318009376526
-0.03815523907542229,0.1134781688451767,0.011575414799153805,0.028212416917085648,0.055143993347883224,-0.06786397844552994,0.034911539405584335,0.03262275084853172,0.02709609642624855,0.23462598025798798,0.027511488646268845,-0.024207143113017082,0.018636707216501236,0.0009882281301543117,0.19120727479457855,-0.017809638753533363,0.07348313927650452,0.0872720330953598,-0.03989575058221817,0.07509275525808334,0.01751759834587574,-0.00326066673733294,-0.061815205961465836,0.029407329857349396,-0.010749371722340584,0.15131711959838867,-0.005131489131599665,0.6638537645339966,0.06508982926607132,-0.03319196030497551,0.03907044231891632,-0.005300240591168404,-0.06288138031959534,-0.05763433128595352,-0.05812733992934227,-0.026367690414190292,-0.04390736669301987,0.02663169987499714,0.07600962370634079,-0.09664788842201233,-0.13124336302280426,-0.11862710118293762,0.20231182873249054,0.17152954638004303,0.05588231235742569,0.21554262936115265
-0.029079876840114594,0.013460828922688961,0.025569025427103043,0.01919223554432392,-0.0033020752016454935,-0.052600160241127014,0.0028097701724618673,0.020846035331487656,0.02709609642624855,0.09971370548009872,0.0008677043369971216,-0.0175147857517004,0.02125478908419609,-0.004282778594642878,0.05069836601614952,-0.017809638753533363,0.03241052106022835,0.024005528539419174,-0.023158082738518715,0.06817654520273209,0.013359111733734608,-0.012872395105659962,-0.061815205961465836,-0.003690203418955207,-0.027323095127940178,0.07988470047712326,0.00105602468829602,-0.013113460503518581,-0.011298528872430325,-0.020213928073644638,-0.018403444439172745,-0.005300240591168404,-0.06288138031959534,-0.05178920924663544,-0.05204753577709198,-0.025978796184062958,-0.03065161593258381,-0.01732674613595009,-0.004612555727362633,-0.048013415187597275,-0.0679054781794548,-0.06783155351877213,-0.025161929428577423,0.014525549486279488,0.04757528379559517,0.1576073318719864
-0.07445665448904037,0.029088536277413368,0.0022463290952146053,0.021769432350993156,0.014231743291020393,-0.052600160241127014,-0.00010857147572096437,0.0198646392673254,0.02709609642624855,0.04189414158463478,0.027511488646268845,-0.01082243025302887,0.02256382629275322,-0.004868444986641407,0.0975346565246582,-0.017809638753533363,0.035833243280649185,0.024005528539419174,-0.038221973925828934,0.054344113916158676,0.023062240332365036,-0.05131930112838745,-0.061815205961465836,-0.053336504846811295,-0.0770442858338356,0.10369550436735153,-0.01131900493055582,-0.013113460503518581,-0.20226942002773285,-0.02994745410978794,-0.018403444439172745,-0.007249783258885145,-0.07320936024188995,-0.05471177026629448,-0.07636675983667374,-0.02675657905638218,-0.03330276533961296,0.0240459144115448,-0.01194184459745884,-0.09056856483221054,-0.09957443922758102,-0.050899725407361984,0.035867609083652496,0.073402039706707,0.0641893595457077,0.16919437050819397
0.07074904441833496,-0.09280756115913391,0.2028215378522873,0.003729068674147129,-0.061748139560222626,-0.010624634101986885,-0.0322103351354599,0.013976287096738815,-0.007318069227039814,0.11898687481880188,0.0008677043369971216,0.022639352828264236,0.025181908160448074,-0.011896452866494656,0.12875884771347046,0.038723669946193695,-0.0018166638910770416,-0.03926096484065056,0.062204036861658096,0.04051169008016586,-0.0046609872952103615,0.03518623113632202,-0.061815205961465836,-0.003690203418955207,0.11631583422422409,-0.1344125121831894,0.019618574529886246,-0.013113460503518581,0.21786656975746155,0.04467620700597763,-0.1156669333577156,0.03369061276316643,-0.021569421514868736,-0.037176378071308136,-0.003409105818718672,-0.025201015174388885,0.0409293957054615,-0.12334415316581726,-0.07790543884038925,0.28634846210479736,0.5496386885643005,0.16921430826187134,-0.39133918285369873,-0.08360191434621811,0.0641893595457077,0.1576073318719864
-0.029079876840114594,0.09159936755895615,0.02090449258685112,0.029501015320420265,0.055143993347883224,-0.06786397844552994,0.02907484769821167,0.03164135292172432,0.02709609642624855,0.2538991868495941,0.05415529012680054,-0.030899500474333763,0.018636707216501236,-0.0001831060799304396,0.17559517920017242,-0.017809638753533363,0.0632149875164032,0.07145538926124573,-0.03152691200375557,0.06817654520273209,0.021676080301404,-0.012872395105659962,-0.061815205961465836,0.012858561240136623,-0.005224796012043953,0.1275063306093216,0.00105602468829602,0.2576734721660614,0.06508982926607132,-0.03319196030497551,0.030228296294808388,-0.0033506969921290874,-0.05255339667201042,-0.05763433128595352,-0.06420714408159256,-0.02675657905638218,-0.03860504925251007,0.03438907116651535,0.06135105714201927,-0.08448925614356995,-0.09957443922758102,-0.10169526934623718,0.18566736578941345,0.17152954638004303,0.07249639928340912,0.1923684924840927
