Feature,Importance Mean,Importance Std
adc0_data0,0.0050157225965604705,0.0023006799577770663
adc0_data1,0.008218906014062409,0.0016932417613370297
adc0_data2,0.0021888540722245593,0.0015775562330732772
adc0_data3,0.06563578484599561,0.017015083471601782
adc0_data4,0.012649520457376339,0.0040826231692280375
adc0_data6,0.010814618638962669,0.002724104271417507
adc0_data7,0.08951064954637088,0.02042980245887323
adc0_data8,0.008017526568185634,0.0033349034632066165
adc0_data9,0.015642281009912284,0.007152793492185302
adc0_data10,0.04834415613873079,0.012479415069031987
adc0_data11,0.14551404599349066,0.03749835517698473
adc0_data12,0.16979896278013207,0.03530047739125973
adc1_data0,0.042376408254790505,0.015249677453994703
adc1_data1,0.05528272404150336,0.015458618122651271
adc1_data2,0.070647027337043,0.018069297221850314
adc1_data3,0.01285153044126811,0.0022253317798913343
adc1_data4,0.013836372963460486,0.005580692909250506
adc1_data5,0.08645277036867774,0.012164173217810562
adc1_data6,0.025725009729269478,0.003687915877058051
adc1_data7,0.011955099845626673,0.0022039646664347165
adc1_data8,0.051374182314801356,0.010018495599874448
adc1_data9,0.02965481271336612,0.009702131075158606
adc1_data10,0.017363841911150278,0.00606254172090256
adc1_data11,0.21872142040579937,0.05388308186765722
adc1_data13,0.005742821038513426,0.00500645197130864
adc1_data14,0.005586139250712574,0.0018277546178970523
adc1_data15,0.029528838060609637,0.005821225503810788
adc2_data0,0.0039913267844560885,0.004863625265615237
adc2_data1,0.09359494275444463,0.021349475339707047
adc2_data2,0.05210986636846848,0.012736919675474578
adc2_data4,0.17209376041532692,0.04053412406296653
adc2_data5,0.016442387085193466,0.006472726519931067
adc2_data6,0.11839248853176534,0.03350050919974475
adc2_data7,0.033463751593914404,0.006591704925196512
adc2_data8,0.004037780786135352,0.0012178799439505341
adc2_data9,0.013022695341576879,0.008515421836799646
adc2_data11,0.022948667005162238,0.0027312932933619668
adc2_data13,0.0390975933081885,0.010456218855894555
adc2_data14,0.06449518945485896,0.0160625142509986
adc2_data15,0.03404439671533734,0.010689212213443492
adc3_data0,0.046283758042136434,0.007114300915810425
adc3_data2,0.0002533504003489645,0.0009305449375567851
adc3_data5,0.012098907858096367,0.0029967508188205967
adc3_data6,0.019836248059903035,0.0037749053108469344
adc3_data7,0.007063088017040945,0.0025862471219099507
adc3_data8,0.05635567734893868,0.011496603676379518
adc3_data9,0.05544267134458662,0.01577852805410317
adc3_data13,0.0011059536231201414,0.001220062713010031
