Feature,Importance Mean,Importance Std
adc0_data1,0.042087710288482516,0.017144297985311533
adc0_data2,0.02286228714775651,0.008189607482427393
adc0_data3,0.031564733737264476,0.0029781153690335168
adc0_data4,0.03904545459290473,0.007638495252913669
adc0_data6,0.024591061310666122,0.009781906338654247
adc0_data7,0.01129567814284785,0.0035280325373886956
adc0_data8,0.007201282611160098,0.0016126265936031964
adc0_data9,0.009957133420500603,0.0019477777964425024
adc0_data10,0.012801076981333736,0.007980140830420774
adc0_data11,0.09950327867391634,0.015189078462081555
adc0_data12,0.06976329542472101,0.02113389951630709
adc1_data0,0.015926207202154524,0.0034854565262757487
adc1_data1,0.05451639485671365,0.01547336705779608
adc1_data2,0.06589215027239882,0.017239418633122804
adc1_data3,0.04586328541422652,0.006802673405977881
adc1_data4,0.02127222084563537,0.0026400647465479416
adc1_data5,0.13021251873531114,0.02589826712340483
adc1_data6,0.024751230859012187,0.0059523134470052825
adc1_data7,0.01526682182918609,0.0030728862086017964
adc1_data8,0.09051198333956037,0.017534493378763453
adc1_data9,0.07363782604944115,0.021955986158458906
adc1_data10,0.03122739225650866,0.00710295882765788
adc1_data11,0.03176560387295639,0.012741352706500734
adc1_data13,0.07093621250732796,0.023839791033898074
adc1_data14,0.11716493713423978,0.02187874749681235
adc1_data15,0.022750473936511507,0.00866392054369555
adc2_data0,0.008394648031791938,0.002953421117591535
adc2_data1,0.029278718415055954,0.007503979313934801
adc2_data2,0.023674418948072897,0.0015223585247258167
adc2_data3,0.027704808639678204,0.008284398845329676
adc2_data4,0.023474763781486947,0.006386860986604758
adc2_data5,0.0207399169994406,0.003833229358686188
adc2_data6,0.02899843574571605,0.011928979384815791
adc2_data7,0.008354751690669297,0.0037908340190800456
adc2_data8,0.02192610264257566,0.004215594184456708
adc2_data9,0.025605608536587582,0.007567391013199876
adc2_data11,0.02648372025245855,0.008055168780593773
adc2_data13,0.046031580020504205,0.01057368382040063
adc2_data14,0.014933395670155405,0.0037854575936548045
adc2_data15,0.01391437080645568,0.004444063181252497
adc3_data0,0.029046716302282817,0.009230897194328208
adc3_data2,0.006947465871598668,0.0028640753475430054
adc3_data3,0.006988696237645783,0.0020660856096907706
adc3_data4,0.011685291067601543,0.004406944222259394
adc3_data5,0.04469112891647104,0.017061500346165583
adc3_data6,0.006679078833861497,0.001987125786137982
adc3_data7,0.022625526787913026,0.0094724994533875
adc3_data8,0.049389552695171965,0.009959983975071657
adc3_data9,0.02190756188708817,0.006299306280529765
adc3_data13,0.007411394062192658,0.0025154038728731907
