Feature,Importance Mean,Importance Std
adc0_data1,0.034567855447740714,0.014827511995541429
adc0_data2,0.020381808709880066,0.0072645972825604015
adc0_data3,0.03977532686964728,0.015947900695007573
adc0_data6,0.00709351479842339,0.004216691282050648
adc0_data7,0.01179325944215503,0.0044253229229179415
adc0_data8,0.002312850550651999,0.0019635098927540595
adc0_data9,0.012468826621886413,0.00646680194266592
adc0_data10,0.010178541507950518,0.004472977940608781
adc0_data11,8.240837353250263e-05,0.010788572153145505
adc0_data12,0.041914013797714755,0.014626116146198914
adc1_data0,0.010015029711402775,0.007926908414329732
adc1_data1,0.02270635641385016,0.008187298879349004
adc1_data2,0.002926911072710174,0.003559367560038377
adc1_data3,0.008444814605267704,0.003550098426766195
adc1_data4,0.05113641089929909,0.025682607271552284
adc1_data5,0.022965225939954162,0.009207218088235946
adc1_data6,0.0030909057248039314,0.0029148207377625327
adc1_data7,0.0008458581630028106,0.0016700171023576198
adc1_data8,0.018062089868964622,0.010970816904423045
adc1_data9,0.045809027305249835,0.0352280510713943
adc1_data10,0.006789248335172799,0.003530965528882452
adc1_data11,0.018937922347204095,0.012922814903402104
adc1_data13,0.011777744640170187,0.004179424212678329
adc1_data14,0.0767391450202639,0.02740486112341497
adc1_data15,0.09259012243389977,0.03727209763659877
adc2_data0,0.02383464374517843,0.01597472369657691
adc2_data1,0.01599454212201015,0.006828266882169762
adc2_data2,0.03898866800007653,0.02689009769786021
adc2_data3,0.06700950166874364,0.020824764137207647
adc2_data4,0.022428860077027754,0.011696145960575857
adc2_data5,0.0262269878454778,0.006171767844380018
adc2_data8,0.014257409943035565,0.0070712513192638
adc2_data9,0.015557682014661133,0.009221432260174066
adc2_data11,0.017074811559075902,0.009024211786502905
adc2_data13,0.014390521007670257,0.008425968312898057
adc2_data14,0.007904973108732252,0.008413603437443195
adc2_data15,0.013993887911710967,0.009016509281912524
adc3_data0,0.031264982687256235,0.012852903972106573
adc3_data2,0.01244995944971295,0.005754481147816838
adc3_data3,0.011940333482413003,0.009084714894493293
adc3_data4,0.0627813450769848,0.024386535884365214
adc3_data6,0.02246357683327998,0.012607606337889755
adc3_data7,0.02742523060394265,0.005367519969766767
adc3_data8,0.012550160790880427,0.008210547876973997
adc3_data9,0.04784639852114945,0.021954139115845903
adc3_data11,0.12061596458337598,0.03866946095968546
