Feature,Importance Mean,Importance Std
adc0_data1,0.01020939803660902,0.005645084898039539
adc0_data2,0.020190031996729547,0.0064669723755673425
adc0_data3,0.027979290086932496,0.005394523761451517
adc0_data4,0.021784513465285607,0.005516976010632735
adc0_data6,0.014716002460755873,0.006302643403673022
adc0_data7,0.011360033846520023,0.0040287366508912886
adc0_data8,0.01754620466433407,0.00493216195395979
adc0_data9,0.013834172328297095,0.005237509244907695
adc0_data10,0.009504797054428759,0.0023334080946239757
adc0_data11,0.0987236702502372,0.014214432718125154
adc0_data12,0.055660535419377266,0.01525075096946829
adc1_data0,0.01869450376154993,0.003143611787054793
adc1_data1,0.03711455594376619,0.011968706240919662
adc1_data2,0.04316967324970153,0.008357498511944603
adc1_data3,0.03113128398533129,0.004838973846151171
adc1_data4,0.027784435915055784,0.004978109151206204
adc1_data5,0.08822615772715905,0.01856570459359711
adc1_data6,0.017246737163223412,0.004151619426343738
adc1_data7,0.012040099457186967,0.004696997868511015
adc1_data8,0.1122976810002069,0.022143770644308305
adc1_data9,0.07634237168649069,0.02525729427941425
adc1_data10,0.015287939848748076,0.005147755486979658
adc1_data11,0.031767134015835474,0.01279933443952956
adc1_data13,0.07809896515673005,0.02415929484747651
adc1_data14,0.09756451231015353,0.017746493446020674
adc1_data15,0.01827966195321068,0.005939254556839473
adc2_data0,0.011267874989806748,0.004265970050034818
adc2_data1,0.019972132904604072,0.003256793860930644
adc2_data2,0.018671945904492178,0.003878512286606646
adc2_data3,0.04054083928726253,0.013386387043208142
adc2_data4,0.03167186438343529,0.010474217573973411
adc2_data5,0.02850530055420656,0.005018676947816422
adc2_data6,0.011214515106606931,0.005507126963827582
adc2_data7,0.011499214855740545,0.005769512931808688
adc2_data8,0.030404763079298496,0.007136600149580519
adc2_data9,0.019916558955880972,0.005248199530271412
adc2_data11,0.018337007390181063,0.00766969978698751
adc2_data13,0.045363071712083765,0.013843397243468647
adc2_data14,0.009025333582358018,0.002314347164039635
adc2_data15,0.014975087760155843,0.006263725942636599
adc3_data0,0.028594714426838953,0.007514253533268842
adc3_data2,0.004267282986195496,0.0024460992973374457
adc3_data3,0.005806919877095558,0.0015450163005228743
adc3_data4,0.015073410661152448,0.0027224483456695153
adc3_data5,0.03252060924859224,0.011440096554573023
adc3_data6,0.008488271545141611,0.0032015485457241033
adc3_data7,0.022198439795395118,0.00791700987533618
adc3_data8,0.03847110287280464,0.006791641904531174
adc3_data9,0.012888021978632957,0.0042892370446890055
adc3_data13,0.007279662214976154,0.0014448517866098125
