,adc0_data0,adc0_data1,adc0_data2,adc0_data3,adc0_data4,adc0_data6,adc0_data7,adc0_data8,adc0_data9,adc0_data10,adc0_data11,adc0_data12,adc1_data0,adc1_data1,adc1_data2,adc1_data3,adc1_data4,adc1_data5,adc1_data6,adc1_data7,adc1_data8,adc1_data9,adc1_data10,adc1_data11,adc1_data13,adc1_data14,adc1_data15,adc2_data0,adc2_data1,adc2_data2,adc2_data4,adc2_data5,adc2_data6,adc2_data7,adc2_data8,adc2_data9,adc2_data11,adc2_data13,adc2_data14,adc2_data15,adc3_data0,adc3_data2,adc3_data5,adc3_data6,adc3_data7,adc3_data8,adc3_data9,adc3_data13
translation_x,0.20173133791364806,0.41227060619823175,0.5962632754764803,0.5235621789404099,0.33859404057601994,0.46638224082229485,0.7053129370305067,0.6494319074009955,0.8637504627744479,0.55569742874679,0.44062337275057906,0.8223963862062829,1.0105001283212758,0.5431796776432931,0.8391425401979884,0.9295684626221785,0.561671553670527,0.9994918196641076,1.0066505821654617,0.4238552312349342,0.5482333429800845,0.9222465160525188,0.8276738154684937,0.8599265778126277,0.6109673938756,0.17874332323384134,0.5213135783964589,0.15306407908762343,0.9395495478238511,1.1061296488832424,1.0978412041038137,0.9123286908673753,0.7420077706743429,0.40121993970165737,0.938280913268682,0.5989700491702081,0.7455110331296366,0.7349595130077153,0.788837727231793,0.5786452975247651,0.6515742541886085,0.002498524752227338,0.36887322875271344,0.8966098769265336,0.4874993672706105,0.7346300813559656,0.8498073556206989,0.06456563792388881
translation_y,0.17049164655942328,0.2779887206638987,0.5400644426672649,0.3517963782188387,0.12377179116513948,0.4374649405861879,0.663822780164415,0.5608818371384487,0.661279446940529,0.39935666972563344,0.37439588434496196,0.7827427491223826,0.9103402252030519,0.36441274241966326,0.8882189874069262,0.7503499304361956,0.4208023673538166,0.7795905152562481,0.9645337054382193,0.15404678087937618,0.37235888663143735,0.953874297542681,0.6896453783013357,0.9578552338515438,0.5289140666865972,0.17089045040344275,0.5256573477395117,0.1360283587245661,0.6611417798080534,0.9908276802320408,0.7923340778962125,0.790266576522952,0.5826387457139273,0.3183929607894087,0.9222075343308132,0.6783760046465859,0.6949409495127639,0.5936874982594849,0.8112583649885323,0.7590991424053508,0.5160500694125703,0.012764243236382589,0.48826624848541567,0.5689290735719217,0.6098477163591489,0.6284831083275542,0.7753606173436207,0.03893571619728231
translation_z,0.3474739584500104,0.4145429589998917,0.552496283612945,0.698761493683806,0.386725533626719,0.36220416211306183,0.7846424732461661,0.7627995127259564,1.0555938357238936,0.7522563504024442,0.47951353530540763,1.0386205550670993,1.0224009278456574,0.6932213364321436,0.8793760917285738,0.9123358360864922,0.6107852881389475,0.9863059960577205,1.1591219092004486,0.4858564270461663,0.7012951501411557,0.9714754974952453,0.7456281550666519,1.0722748501430455,0.7152709826711325,0.10088983063688461,0.37675737600972914,0.01803802962451928,0.8507665533936781,1.2728573124617597,1.0362327518613763,1.051763313889412,0.840041636102637,0.5346094687615253,0.8875400689049575,0.69368398555953,0.7345636037678211,0.693064504346629,0.9518060986353079,0.61205390823588,0.58642995750759,0.009035918423762057,0.35404067086918456,0.739307459801914,0.393204456693077,0.7636686900895473,0.9972863999421784,0.08971135705643318
rpy_x,0.2979177500972421,0.9216736569877009,0.6756735424858027,0.9129351693349794,0.571137000958782,0.38491925776088887,0.8285746397444602,1.1409130586304659,0.9666862655209636,0.5713260322767664,0.5530587977456243,1.240134470806571,1.4012014378507551,1.054557989991999,1.2878447823081105,1.475225317854947,1.0364634656877003,1.300652622498271,1.2045998889620764,0.7987417316203975,0.6592541526487468,1.0380013175552851,0.9414572338065303,0.9802057148015995,1.051168854125446,0.10371586824062895,0.5369980869443021,0.1471746119095294,1.3363972473287,1.6064346138673136,1.0455959266987196,1.2772325713508184,1.1827817724620269,0.6115870517129589,1.1416642176576068,0.7865967557090316,0.9782874722269619,1.3685257006296343,1.2700372324695173,0.8847346089377319,0.8546709600626574,0.002824938652810083,0.5843962597763885,1.334207641506206,0.6898912190405428,1.0914296736988096,1.118873806167841,0.14002362564563953
rpy_y,0.17478649232497534,1.022099097111744,0.8172746491426173,0.8105849460196639,0.529346897481991,0.5550148245204889,0.9544896772025799,1.2272241459223208,1.3778818246036795,0.4573638645994713,0.5947017031280939,1.0930032428917906,1.386680190798328,0.9315727562757838,1.4566364770869886,1.3448797198001872,1.284596991990218,1.2350967595802618,1.3281807410207045,0.718916041929051,0.9427882646562822,1.1679184896685872,1.0833198205675605,0.8717000604809053,0.9003425601577768,0.12512247618436212,0.5160158207092258,0.12625990314527358,1.2592601822036245,1.2589916989766654,0.9808291177313802,1.234467978053218,1.083019416813606,0.46071384992827946,1.2300034591811686,0.7010234869672463,1.1768826811036366,1.199620989041836,1.1915733625587026,0.898248108690689,0.8566856463197463,0.017453359893579767,0.599527813466584,1.2565011261727177,0.6427782573212899,1.0842890916805015,1.2506998532036788,0.09229868643583439
rpy_z,0.1862133705491611,1.1112522678427053,0.9874784133601684,1.1656362998084142,0.7890322905864724,0.6947966260531175,0.8850058833046877,1.4217826974682632,1.5219129171687373,0.5632787913630635,0.729259552379117,1.1167216833176163,1.5086136034691453,1.3622585545926695,1.4866324059860032,1.364681898198417,1.2416368557638036,1.6471742587233726,1.35961118778578,0.7878346003630297,1.0861315421347388,1.4107105027695677,1.2702062170667987,1.5695449999093558,1.3432809084567023,0.20794877832749625,0.7263819021066129,0.26016237436115763,1.4215829958154185,1.9592099323642742,1.3344863486403917,1.491325441774463,1.6313679046654068,0.7200409302226942,1.3846637805296091,1.4310032145810845,1.499451321421144,1.381862523004946,1.4534293556537166,1.3451127894729957,0.8791587704611263,0.0019915994318191466,0.569063146440062,1.2031725228860535,0.6905110938987553,1.248251994149559,1.4166844577881323,0.1564081685809735
