Feature,Importance Mean,Importance Std
adc0_data0,0.0039038732754256905,0.0015796594389854745
adc0_data1,0.006121223721221137,0.0017089122841420221
adc0_data2,0.005934345319988485,0.0020224513681552383
adc0_data3,0.0799116216440391,0.02442557793452854
adc0_data4,0.007631307830324036,0.0014315008991815346
adc0_data6,0.013397806866100963,0.0031536440021483455
adc0_data7,0.07322349187592184,0.012014084116245057
adc0_data8,0.011086396417800085,0.005148178581564161
adc0_data9,0.015731383142929017,0.004727730234198754
adc0_data10,0.03563852419172238,0.009759868474020224
adc0_data11,0.20022368664880058,0.051534693711979655
adc0_data12,0.22312244394952901,0.045699506389513186
adc1_data0,0.04113424215486331,0.01588619281489634
adc1_data1,0.0842750734463977,0.023230646444316556
adc1_data2,0.07957104124113881,0.01737480824911215
adc1_data3,0.012779521143746368,0.0022409043162585104
adc1_data4,0.005802716292460356,0.0020540070472875246
adc1_data5,0.08919308023053764,0.014489729388363196
adc1_data6,0.03778209232287142,0.009581952626287443
adc1_data7,0.010308325194678215,0.002310336293536728
adc1_data8,0.08549848774332955,0.011328655263242898
adc1_data9,0.04027211690656678,0.012585566847560244
adc1_data10,0.010407826958999397,0.0035015540571688435
adc1_data11,0.25443581873147053,0.05119029285096532
adc1_data13,0.009088280616107607,0.0030999367551317472
adc1_data14,0.008002123602951387,0.00202857052466974
adc1_data15,0.053536692032172505,0.008522149624923356
adc2_data0,0.004988018163058853,0.0034101009128911395
adc2_data1,0.12794352375022527,0.0224004554558674
adc2_data2,0.05633710589133001,0.010761084983619048
adc2_data4,0.16634981098474091,0.03555010829506109
adc2_data5,0.011750304495667515,0.0033341643061415437
adc2_data6,0.09408312382074674,0.028371453722576635
adc2_data7,0.05720168042531794,0.009976696098529502
adc2_data8,0.008090902960434068,0.0028526922511030407
adc2_data9,0.02426473548540773,0.00783940515411195
adc2_data11,0.0278080356104195,0.0042342091413820416
adc2_data13,0.08800663882690438,0.017631257274759303
adc2_data14,0.053429604736683775,0.010864360174859984
adc2_data15,0.006942223545281132,0.001632823436502392
adc3_data0,0.05976132640823213,0.014513269999781496
adc3_data2,-0.0002033765907286482,0.00020019293900236024
adc3_data5,0.012334027965597788,0.003856306813799515
adc3_data6,0.008764154894642218,0.0022322166194328934
adc3_data7,0.018268380340040684,0.005274739437517821
adc3_data8,0.08182355568147263,0.018664477698369316
adc3_data9,0.0735391517460732,0.014193514914006332
adc3_data13,0.000861107600221344,0.000655698430514378
