Feature,Importance Mean,Importance Std
adc0_data0,0.0015544627446232111,0.0013049685453258826
adc0_data1,0.00712014421094663,0.0017704648259456272
adc0_data2,0.008831095141692492,0.0012327561713410405
adc0_data3,0.03977407928286801,0.011083987618110774
adc0_data4,0.008848018242454183,0.0037947297560257374
adc0_data6,0.023842717923790644,0.004942793673695803
adc0_data7,0.09905651884186259,0.023134937140046944
adc0_data8,0.009333046750923214,0.004019229323524981
adc0_data9,0.011260472428970662,0.006633535098358871
adc0_data10,0.046207132842292845,0.013459903491929505
adc0_data11,0.17456122710789118,0.04950660009796541
adc0_data12,0.21016583313365494,0.039461750616749544
adc1_data0,0.0324475277561463,0.009437417533294584
adc1_data1,0.045394875582994466,0.014859234724857987
adc1_data2,0.13461726067094107,0.03215654700010309
adc1_data3,0.008746007643582932,0.002793735872437211
adc1_data4,0.01658525193647208,0.003978914825413659
adc1_data5,0.05095769755088246,0.008095141266845872
adc1_data6,0.0654905488592227,0.014010344450782307
adc1_data7,0.014019983845227426,0.003245468573963061
adc1_data8,0.06210353357531273,0.008834873277717366
adc1_data9,0.03261087445028155,0.01398971625603625
adc1_data10,0.009752436953433868,0.0032572550980125535
adc1_data11,0.21631950758213675,0.053184162277718154
adc1_data13,0.016067303906184043,0.003775153747804356
adc1_data14,0.00773202126643624,0.00244482041995784
adc1_data15,0.04130268082886565,0.006956628403324908
adc2_data0,0.0067013799279651825,0.002841513596018444
adc2_data1,0.08080888381588977,0.015618861048115822
adc2_data2,0.0429060054883174,0.00907925053773762
adc2_data4,0.1358886499992234,0.03006224806211216
adc2_data5,0.02827469572095993,0.0074247764788279895
adc2_data6,0.06770130945717551,0.021554523175481323
adc2_data7,0.04665022044365495,0.009193218535879021
adc2_data8,0.007098017709512879,0.0024535103149842734
adc2_data9,0.017308525290173304,0.004085373705006153
adc2_data11,0.0203658814109461,0.0022682270628912697
adc2_data13,0.07065195947156125,0.01786731343262091
adc2_data14,0.0908400507303688,0.013183398667784322
adc2_data15,0.011160431177004942,0.002526434982310257
adc3_data0,0.053350581950314946,0.015436774448567824
adc3_data2,0.00031682121870110975,0.0005392042635435658
adc3_data5,0.0074060100920389695,0.0021072182866964397
adc3_data6,0.030435665512544195,0.0066573447913355795
adc3_data7,0.006848746887668197,0.0014892882215909338
adc3_data8,0.0788034533373827,0.009736369519219057
adc3_data9,0.05913256375540147,0.01324594111602115
adc3_data13,0.001754006293423,0.002172946463206784
