adc0_data0,adc0_data1,adc0_data2,adc0_data3,adc0_data4,adc0_data6,adc0_data7,adc0_data8,adc0_data9,adc0_data10,adc0_data11,adc0_data12,adc1_data0,adc1_data1,adc1_data2,adc1_data3,adc1_data4,adc1_data5,adc1_data6,adc1_data7,adc1_data8,adc1_data9,adc1_data10,adc1_data11,adc1_data13,adc1_data14,adc1_data15,adc2_data0,adc2_data1,adc2_data2,adc2_data4,adc2_data5,adc2_data6,adc2_data7,adc2_data8,adc2_data9,adc2_data11,adc2_data13,adc2_data14,adc2_data15,adc3_data0,adc3_data2,adc3_data5,adc3_data6,adc3_data7,adc3_data8,adc3_data9,adc3_data13
-0.0392281636595726,0.07399975508451462,0.04882511496543884,-0.003059332026168704,0.09034828096628189,0.027756500989198685,-0.3244430422782898,-0.11995221674442291,-0.17089994251728058,-0.10626047104597092,-0.7015562057495117,-0.5145623683929443,-0.04629373177886009,0.08030183613300323,0.12342371046543121,0.009795408695936203,0.03235182166099548,-0.10224263370037079,-0.02069096453487873,-0.05764518678188324,0.060452159494161606,0.032660290598869324,0.02536889538168907,0.27208447456359863,0.13132235407829285,0.016209052875638008,-0.12835131585597992,-0.02074849046766758,0.20224377512931824,-0.3941333293914795,0.6278104186058044,0.000857533304952085,0.008588925935328007,0.023906053975224495,0.04107532650232315,0.14581915736198425,-0.06528470665216446,0.13690048456192017,0.2212388664484024,0.025395236909389496,-0.014330356381833553,-0.013314920477569103,0.03891129419207573,0.039210718125104904,-0.012380637228488922,0.11772868037223816,0.10029780864715576,-0.008078165352344513
0.08201540261507034,-0.07300569117069244,0.050470802932977676,-0.008697164244949818,-0.010173113085329533,0.027756500989198685,0.26493310928344727,0.02501533180475235,0.04264555871486664,-0.09895586222410202,0.16098034381866455,0.1519685536623001,-0.08853351324796677,-0.005108289420604706,-0.07913826406002045,0.027379879727959633,0.03193977475166321,-0.23419034481048584,0.017328474670648575,0.03455344960093498,-0.014528785832226276,0.06966239213943481,0.024489445611834526,-0.0009373275679536164,0.13781175017356873,0.016209052875638008,-0.1271318644285202,-0.02074849046766758,-0.0006036447593942285,0.15641406178474426,-0.050721555948257446,0.06635072082281113,-0.0459047332406044,0.011763925664126873,0.045524463057518005,0.14581915736198425,-0.02365102432668209,0.02308226004242897,0.10390154272317886,0.023885756731033325,-0.014330356381833553,-0.013314920477569103,0.03891129419207573,0.03696724399924278,-0.012380637228488922,-0.03866651654243469,-0.23283512890338898,-0.008078165352344513
-0.0392281636595726,0.08273272961378098,0.04882511496543884,-0.0037768736947327852,0.09034828096628189,0.027756500989198685,-0.023485055193305016,-0.11995221674442291,-0.17089994251728058,-0.10626047104597092,-0.7015562057495117,-0.5445860624313354,-0.06318962574005127,0.07301074266433716,0.10114183276891708,0.009508706629276276,0.032448265701532364,-0.0027410045731812716,-0.013964448124170303,-0.046909742057323456,0.060452159494161606,0.026317065581679344,0.02097157947719097,0.3232761025428772,0.11556242406368256,0.016209052875638008,-0.12835131585597992,-0.02074849046766758,0.17707295715808868,-0.2953171133995056,0.7927317023277283,0.012529585510492325,0.03453829512000084,0.022456256672739983,0.04691482335329056,0.12392035126686096,-0.07449571043252945,0.13690048456192017,0.17506086826324463,0.021369947120547295,-0.012415826320648193,-0.013314920477569103,0.03891129419207573,0.03901772201061249,-0.012380637228488922,0.11772868037223816,0.10029780864715576,-0.008078165352344513
-0.0392281636595726,0.07982172816991806,0.04882511496543884,-0.002854320453479886,0.09034828096628189,0.027756500989198685,0.07056432217359543,-0.11995221674442291,-0.1718244105577469,-0.10626047104597092,-0.7015562057495117,-0.5926244854927063,-0.05474167317152023,0.07301074266433716,0.11734679341316223,0.009699844755232334,0.03232552111148834,-0.024371782317757607,-0.016596566885709763,-0.05701369792222977,0.060452159494161606,0.0273742638528347,0.019652366638183594,0.28061628341674805,0.116489477455616,0.016209052875638008,-0.1271318644285202,-0.02074849046766758,0.18447618186473846,-0.35601839423179626,0.6466588377952576,0.013178031891584396,0.03453829512000084,0.014119861647486687,0.04663674905896187,0.12939508259296417,-0.07375882565975189,0.13690048456192017,0.17430397868156433,0.020112035796046257,-0.01011838298290968,-0.013314920477569103,0.03891129419207573,0.039138343185186386,-0.012380637228488922,0.11772868037223816,0.10029780864715576,-0.008078165352344513
-0.0392281636595726,0.07399975508451462,0.04882511496543884,-0.002956823445856571,0.09034828096628189,0.027756500989198685,-0.217853844165802,-0.11995221674442291,-0.17089994251728058,-0.10626047104597092,-0.7015562057495117,-0.496548056602478,-0.0470617339015007,0.07926024496555328,0.12139803916215897,0.009795408695936203,0.03232552111148834,-0.0892641693353653,-0.020398501306772232,-0.05764518678188324,0.060452159494161606,0.0273742638528347,0.02492915652692318,0.22089286148548126,0.12483296543359756,0.016209052875638008,-0.12835131585597992,-0.02074849046766758,0.1963212937116623,-0.3842514157295227,0.6655069589614868,0.008638902567327023,0.00945390947163105,0.02209380269050598,0.04163148254156113,0.14445054531097412,-0.06860063970088959,0.13690048456192017,0.21215467154979706,0.024137329310178757,-0.013181636109948158,-0.013314920477569103,0.03891129419207573,0.0392589345574379,-0.012380637228488922,0.11772868037223816,0.10029780864715576,-0.008078165352344513
-0.0392281636595726,-0.07300569117069244,0.050470802932977676,-0.008697164244949818,-0.010173113085329533,0.027756500989198685,0.26493310928344727,0.026948237791657448,0.03894782066345215,-0.09895586222410202,0.16098034381866455,0.14596380293369293,-0.08776547014713287,-0.004587497096508741,-0.07508702576160431,0.0271887369453907,0.03193977475166321,-0.23202738165855408,0.01879076100885868,0.03455344960093498,-0.025359373539686203,0.07706280052661896,0.02536889538168907,-0.0009373275679536164,0.13781175017356873,0.016209052875638008,-0.12835131585597992,-0.02074849046766758,0.0008769917767494917,0.15782570838928223,-0.04600953310728073,0.06764762103557587,-0.04071486368775368,0.011763925664126873,0.04413411766290665,0.14581915736198425,-0.023282591253519058,0.014223773963749409,0.08119102567434311,0.025646811351180077,-0.014330356381833553,-0.013314920477569103,0.03891129419207573,0.03696724399924278,-0.012380637228488922,-0.04698539152741432,-0.2593343257904053,0.03763803467154503
-0.0392281636595726,0.07982172816991806,0.04882511496543884,-0.002854320453479886,0.09034828096628189,0.02744642272591591,0.08937422186136246,-0.11995221674442291,-0.17089994251728058,-0.10626047104597092,-0.7015562057495117,-0.5746101140975952,-0.056277673691511154,0.07196912169456482,0.11532116681337357,0.009604276157915592,0.03233429789543152,-0.02004564367234707,-0.016011647880077362,-0.05701369792222977,0.060452159494161606,0.025259867310523987,0.020092101767659187,0.28061628341674805,0.11556242406368256,0.016209052875638008,-0.1271318644285202,-0.02074849046766758,0.1815148890018463,-0.34896010160446167,0.6749307513237,0.013826481066644192,0.033673305064439774,0.014301085844635963,0.047192901372909546,0.11981434375047684,-0.07375882565975189,0.13690048456192017,0.17051884531974792,0.020112035796046257,-0.00973548274487257,-0.013314920477569103,0.03891129419207573,0.039138343185186386,-0.012380637228488922,0.11772868037223816,0.10029780864715576,-0.008078165352344513
0.08201540261507034,0.08418826013803482,-0.07131068408489227,-0.008697164244949818,-0.010173113085329533,0.014733272604644299,-0.054834846407175064,0.009874281473457813,0.04449443891644478,-0.13730505108833313,-0.05465378612279892,0.025868132710456848,0.03357778862118721,-0.005108289420604706,-0.01634407974779606,0.016580717638134956,0.03597259521484375,0.0708036795258522,0.028734305873513222,0.03455344960093498,0.060452159494161606,0.1637534350156784,-0.04982544109225273,-0.137448251247406,-0.11434691399335861,0.016209052875638008,0.13139478862285614,-0.02074849046766758,0.1563439965248108,-0.0031034541316330433,-0.06485764682292938,-0.03156483918428421,0.24472811818122864,0.011763925664126873,-0.025105586275458336,-0.15528911352157593,0.02166704833507538,0.06656942516565323,-0.04220246523618698,-0.038254741579294205,0.0036662311758846045,-0.013314920477569103,0.018778182566165924,0.037763312458992004,0.01430415641516447,-0.04532162472605705,0.058656200766563416,-0.008078165352344513
-0.0392281636595726,-0.07300569117069244,0.050470802932977676,-0.008697164244949818,-0.010173113085329533,0.027756500989198685,0.26493310928344727,0.02501533180475235,0.04264555871486664,-0.09895586222410202,0.16098034381866455,0.18199242651462555,-0.08622950315475464,-0.004587497096508741,-0.07508702576160431,0.0271887369453907,0.03193977475166321,-0.23202738165855408,0.01762092486023903,0.03455344960093498,-0.016195029020309448,0.0654335767030716,0.024489445611834526,-0.018001193180680275,0.13781175017356873,0.016209052875638008,-0.1271318644285202,-0.02074849046766758,0.002357632387429476,0.15500245988368988,-0.036585476249456406,0.061811596155166626,-0.04330979660153389,0.011763925664126873,0.045524463057518005,0.1403445452451706,-0.023282591253519058,0.022276945412158966,0.1008734256029129,0.023131005465984344,-0.014330356381833553,-0.013314920477569103,0.03891129419207573,0.03696724399924278,-0.012380637228488922,-0.04199407622218132,-0.23662076890468597,-0.008078165352344513
-0.0392281636595726,0.10747624188661575,-0.08118489384651184,-0.008594661019742489,-0.009953638538718224,-0.003561251098290086,-0.18650397658348083,0.015672985464334488,0.04634333401918411,-0.10626047104597092,0.16098034381866455,0.0018490083748474717,0.02820182591676712,-0.005108289420604706,-0.018369708210229874,0.020212290808558464,0.03595506399869919,0.09676062315702438,0.02083795703947544,0.03455344960093498,0.060452159494161606,0.1637534350156784,-0.0326758436858654,-0.24836328625679016,-0.10507635772228241,-0.01828046329319477,0.04969059303402901,-0.02074849046766758,0.15486343204975128,-0.03274830803275108,-0.10255386680364609,-0.023135021328926086,0.24472811818122864,0.011763925664126873,-0.011758175678551197,-0.15528911352157593,0.02166704833507538,0.054758090525865555,-0.04220246523618698,-0.038254741579294205,-0.01011838298290968,-0.013314920477569103,0.017249081283807755,0.03757032752037048,0.010645758360624313,-0.06528698652982712,-0.05491187795996666,-0.008078165352344513
