Feature,Importance Mean,Importance Std
adc0_data1,0.018075399642892613,0.009974906903696295
adc0_data2,0.016212920223408197,0.005778550290163392
adc0_data3,0.03229825018035034,0.011617032057311896
adc0_data6,0.0028108206503139888,0.00242668930012737
adc0_data7,0.019466971251497312,0.012921594191845192
adc0_data8,0.003440983583477386,0.0026921850934186857
adc0_data9,0.007757435106511423,0.005121267706306892
adc0_data10,0.0049689742988050485,0.00433185663388053
adc0_data11,0.018183554434222416,0.011815011026561694
adc0_data12,0.04466954746669412,0.014937523213349051
adc1_data0,0.010259442792276592,0.012265596527418423
adc1_data1,0.01608288501296821,0.006726613451189648
adc1_data2,-0.0018480880653633444,0.002176857542833047
adc1_data3,0.004063238235280905,0.0028555139876425676
adc1_data4,0.053853302894148046,0.026414031393757198
adc1_data5,0.030237327955080513,0.013528109487768529
adc1_data6,-0.0002425302213743541,0.0027855618825272602
adc1_data7,0.002421617934115382,0.0035332235026824888
adc1_data8,0.02143573826227968,0.012711057696320801
adc1_data9,0.0453876420334284,0.029873051122642272
adc1_data10,0.002823779595943933,0.004292562523063391
adc1_data11,0.01608623813823835,0.009949495939972835
adc1_data13,0.008297814426064717,0.004640841655367729
adc1_data14,0.032110391991248786,0.011963113750822882
adc1_data15,0.022928179780429873,0.01650782165148274
adc2_data0,0.07667935436612931,0.021340318589247547
adc2_data1,0.0019213177880317179,0.002590847822597137
adc2_data2,0.03499360683160494,0.024112662072291374
adc2_data3,0.09002393076554258,0.027097682640207257
adc2_data4,0.005694666411341512,0.005466036283373262
adc2_data5,0.053997859064603394,0.014716071279640515
adc2_data8,0.01733038233941192,0.007825343739154073
adc2_data9,0.017425675909935094,0.009645958494720847
adc2_data11,0.009070295475262436,0.00899698914293345
adc2_data13,0.0031717789789050517,0.0034485922052735307
adc2_data14,-0.0025086407776771305,0.003230853695185127
adc2_data15,0.01902778620473879,0.012392363676857142
adc3_data0,0.016058736439982207,0.007113881651247209
adc3_data2,0.004473039341414452,0.0029956725702174995
adc3_data3,0.03807451992567458,0.011387633395644426
adc3_data4,0.11330922515404798,0.031684958407003964
adc3_data6,0.01762146952091932,0.005931438238845031
adc3_data7,0.04116303456687394,0.00984258267587595
adc3_data8,0.026470150867588953,0.014613635802212374
adc3_data9,0.020192636831649895,0.01164724824205032
adc3_data11,0.09919539961380067,0.034274739037511104
