adc0_data1,adc0_data2,adc0_data3,adc0_data4,adc0_data6,adc0_data7,adc0_data8,adc0_data9,adc0_data10,adc0_data11,adc0_data12,adc1_data0,adc1_data1,adc1_data2,adc1_data3,adc1_data4,adc1_data5,adc1_data6,adc1_data7,adc1_data8,adc1_data9,adc1_data10,adc1_data11,adc1_data13,adc1_data14,adc1_data15,adc2_data0,adc2_data1,adc2_data2,adc2_data3,adc2_data4,adc2_data5,adc2_data6,adc2_data7,adc2_data8,adc2_data9,adc2_data11,adc2_data13,adc2_data14,adc2_data15,adc3_data0,adc3_data2,adc3_data3,adc3_data4,adc3_data5,adc3_data6,adc3_data7,adc3_data8,adc3_data9,adc3_data13
-0.011137858964502811,0.04768567904829979,0.01190697681158781,-0.013352129608392715,0.0037539959885179996,-0.0033148189540952444,0.02263323776423931,-0.031049618497490883,-0.008784041740000248,0.03124282695353031,0.04313833266496658,0.032318949699401855,0.04701581597328186,-0.015309866517782211,0.030552752315998077,0.17754529416561127,0.022973598912358284,0.007725889328867197,0.0016322722658514977,-0.01211465708911419,0.01874425821006298,-0.011569983325898647,0.026430483907461166,-0.03233417496085167,0.2527759075164795,0.056748177856206894,-0.01832599751651287,0.012340402230620384,-0.005846159998327494,0.0030976247508078814,0.014700277708470821,-0.008958562277257442,-0.02017938159406185,-0.0031521928030997515,-0.00899009220302105,0.0005196818383410573,0.027491722255945206,0.05285437032580376,-0.019657403230667114,-0.01948702707886696,0.006100197788327932,0.009492235258221626,-0.007825962267816067,0.014194273389875889,0.05730923265218735,-0.0022644854616373777,0.015539728105068207,-0.020372306928038597,0.018238021060824394,0.025539197027683258
0.0022992317099124193,-0.05485453084111214,0.01190697681158781,-0.012479749508202076,0.038279540836811066,-0.009694087319076061,0.022899582982063293,-0.008442454040050507,-0.00888163410127163,0.03124282695353031,-0.015289470553398132,0.032318949699401855,-0.0034975046291947365,-0.007294922601431608,-0.1367778778076172,-0.08068124949932098,-0.019554883241653442,-0.0037796231918036938,0.0016322722658514977,-0.01211465708911419,0.009002181701362133,-0.011569983325898647,-0.0041014449670910835,-0.006996292620897293,-0.08376079797744751,-0.01553728524595499,-0.01832599751651287,0.016018547117710114,-0.01088713202625513,0.003460134379565716,-0.017530355602502823,-0.008465503342449665,0.008259712718427181,-0.0031521928030997515,-0.00899009220302105,0.0004858045722357929,0.02768326923251152,-0.041013460606336594,-0.020164228975772858,-0.0024339212104678154,-0.02014552615582943,0.009561073035001755,-0.007825962267816067,-0.015201674774289131,-0.013471218757331371,-0.0022644854616373777,-0.03168603405356407,-0.020372306928038597,0.018238021060824394,0.007189660798758268
0.022118937224149704,-0.020290423184633255,0.01190697681158781,-0.012724015861749649,0.038279540836811066,-0.006079172715544701,0.022899582982063293,-0.01350957341492176,-0.00888163410127163,0.03124282695353031,-0.03476538881659508,0.0319833867251873,0.046505607664585114,-0.0073279039934277534,-0.00983738899230957,0.008362410590052605,0.008724363520741463,0.001599578303284943,0.0025176447816193104,-0.01160846371203661,-0.03201710432767868,-0.011569983325898647,0.00961579754948616,0.007482500746846199,-0.037659890949726105,-0.01553728524595499,-0.01832599751651287,0.035144951194524765,-0.005401367787271738,0.0030976247508078814,0.021635981276631355,-0.0071440935134887695,0.018086224794387817,-0.0031521928030997515,-0.00899009220302105,0.0005196818383410573,0.027491722255945206,0.05285437032580376,-0.019657403230667114,-0.01948702707886696,0.006100197788327932,0.009534134529531002,-0.007825962267816067,0.014194273389875889,-0.013471218757331371,-0.0022644854616373777,-0.025708092376589775,-0.020372306928038597,0.018238021060824394,0.007189660798758268
-0.011137858964502811,0.04768567904829979,0.01190697681158781,-0.01331723015755415,0.0026031476445496082,-0.0032616581302136183,0.02263323776423931,-0.031049618497490883,-0.008784041740000248,0.03124282695353031,0.0419926717877388,0.032318949699401855,0.04701581597328186,-0.015309866517782211,0.030552752315998077,0.1766548752784729,0.022754376754164696,0.007875311188399792,0.0016322722658514977,-0.01211465708911419,0.01823151484131813,-0.011569983325898647,0.026651721447706223,-0.03016236610710621,0.2504708766937256,0.056748177856206894,-0.018455684185028076,0.012340402230620384,-0.005549634341150522,0.0030976247508078814,0.015108264982700348,-0.008978286758065224,-0.02006378024816513,-0.0031521928030997515,-0.00899009220302105,0.0005196818383410573,0.027491722255945206,0.05285437032580376,-0.019657403230667114,-0.01948702707886696,0.006100197788327932,0.00949522852897644,-0.007825962267816067,0.014194273389875889,0.05632616579532623,-0.0022644854616373777,0.016137508675456047,-0.020372306928038597,0.018238021060824394,0.026950707659125328
0.026486005634069443,0.09377121925354004,0.003952598664909601,-0.009862625040113926,0.03252528980374336,-0.00974725279957056,-0.05460771173238754,0.013774932362139225,0.018444688990712166,-0.13343296945095062,0.02366238832473755,-0.04888826236128807,0.04752606153488159,-0.017486754804849625,-0.03580247238278389,0.1241190955042839,0.07361316680908203,0.010415485128760338,0.015429318882524967,-0.014645631425082684,0.011565888300538063,0.08997058868408203,0.004748389590531588,0.027752818539738655,0.04993186518549919,0.03576206788420677,-0.018066609278321266,0.013811657205224037,-0.04053989052772522,-0.07556719332933426,0.05060277506709099,-0.0031995840836316347,-0.007925141602754593,-0.005548955872654915,-0.033475443720817566,0.0016376187559217215,0.002975593553856015,0.0548018142580986,-0.002932072849944234,-0.008749887347221375,0.006459727417677641,0.0081963324919343,-0.00763041852042079,-0.13278546929359436,-0.014454275369644165,-0.04610001668334007,-0.03228383883833885,-0.024496013298630714,0.003204118460416794,0.007189660798758268
-0.004755241796374321,0.0373164601624012,0.01243726909160614,-0.009897517040371895,-0.021564733237028122,0.006413575261831284,-0.05913567170500755,0.007733355741947889,-0.0025380232837051153,-0.0016923332586884499,-0.003833042224869132,0.025943199172616005,-0.0912579894065857,-0.014155448414385319,-0.05311252921819687,0.04576072469353676,0.007847484201192856,0.021173888817429543,0.0016322722658514977,0.032430391758680344,-0.0007398979505524039,-0.015567642636597157,0.010058287531137466,-0.03740175813436508,-0.07454061508178711,-0.01553728524595499,-0.04595097526907921,-0.07078589498996735,-0.046173904091119766,0.0038226444739848375,0.03469144180417061,-0.006355187389999628,-0.020410602912306786,-0.0030944393947720528,-0.03578697517514229,0.004280018620193005,-0.021348999813199043,-0.10683780163526535,0.049778059124946594,0.0020662033930420876,-0.043515004217624664,0.009564065374433994,-0.045565444976091385,0.016031522303819656,-0.014454275369644165,-0.00827621016651392,0.11357799172401428,0.02189572900533676,-0.010621699504554272,0.007189660798758268
-0.013489351607859135,-0.05600670725107193,-0.033167820423841476,-0.010525631718337536,-0.05436399206519127,-0.004324869718402624,0.0053206137381494045,-0.010976018384099007,-0.008979223668575287,-0.0016923332586884499,0.015642890706658363,-0.03982795402407646,-0.06319507956504822,-0.015672674402594566,-0.26083341240882874,-0.04239243268966675,-0.019554883241653442,0.00638109166175127,0.0056902258656919,-0.01262085884809494,0.01464233361184597,-0.012369513511657715,-0.011181315407156944,0.0009670441504567862,-0.0883709117770195,-0.01553728524595499,-0.018455684185028076,-0.038418132811784744,-0.026603080332279205,0.0038226444739848375,-0.005290873348712921,-0.007065200712531805,-0.002722869161516428,-0.0030944393947720528,-0.03184877708554268,0.00045192777179181576,-0.01905062608420849,-0.12280701845884323,-0.020671064034104347,1.3513730664271861e-05,-0.06328919529914856,0.009564065374433994,-0.00763041852042079,-0.06113285571336746,-0.014454275369644165,-0.011532563716173172,-0.03228383883833885,-0.024496013298630714,0.018372245132923126,0.007189660798758268
-0.010466005653142929,-0.05600670725107193,-0.046955402940511703,-0.014747921377420425,-0.10845395922660828,0.0024796905927360058,0.02396499179303646,-0.032024066895246506,-0.008979223668575287,-0.0016923332586884499,-0.023308970034122467,-0.013653726316988468,-0.11728004366159439,-0.014452287927269936,-0.39931371808052063,-0.061982035636901855,-0.019554883241653442,0.01833485998213291,0.007313411682844162,-0.01262085884809494,0.020282484591007233,-0.012369513511657715,-0.007641379255801439,-0.03016236610710621,-0.0883709117770195,-0.01553728524595499,-0.018844783306121826,-0.05975145474076271,-0.03594372048974037,0.0038226444739848375,-0.012634560465812683,-0.006690474692732096,-0.011971349827945232,-0.003123317612335086,-0.008904482237994671,0.0004858045722357929,-0.03648005798459053,-0.12241751700639725,-0.020164228975772858,-0.001170728704892099,-0.06005339324474335,0.009564065374433994,-0.04028582572937012,-0.006015433464199305,-0.013471218757331371,-0.0225540641695261,-0.02451249770820141,-0.020372306928038597,0.018238021060824394,0.007189660798758268
0.027157848700881004,-0.05485453084111214,0.008194934576749802,-0.01240995991975069,0.038279540836811066,-0.008737198077142239,0.022899582982063293,-0.010781127028167248,-0.00888163410127163,0.03124282695353031,-0.03247411549091339,0.0319833867251873,0.046505607664585114,-0.0073279039934277534,-0.00983738899230957,-0.015679361298680305,-0.003332683816552162,0.0021972674876451492,0.0015584916109219193,-0.01160846371203661,-0.03201710432767868,-0.011569983325898647,0.0060758646577596664,0.004586739465594292,-0.05379517748951912,-0.01553728524595499,-0.01832599751651287,0.035144951194524765,-0.0049565755762159824,0.0030976247508078814,0.019188089296221733,-0.007361038122326136,0.018201833590865135,-0.0031521928030997515,-0.00899009220302105,0.0005196818383410573,0.027491722255945206,0.05285437032580376,-0.019657403230667114,-0.01948702707886696,0.006100197788327932,0.009561073035001755,-0.007825962267816067,0.014194273389875889,-0.013471218757331371,-0.0022644854616373777,-0.025110304355621338,-0.020372306928038597,0.018238021060824394,0.007189660798758268
0.0026351597625762224,-0.05600670725107193,0.01243726909160614,-0.009897517040371895,0.022167617455124855,0.0030112960375845432,-0.04102395102381706,-0.002595775993540883,-0.003904338227584958,-0.0016923332586884499,-0.018726404756307602,0.026949891820549965,-0.06676672399044037,-0.013528766110539436,0.06517288833856583,0.03774680942296982,0.019027654081583023,0.02834615670144558,0.0016322722658514977,-0.014645631425082684,0.0043875123374164104,-0.015567642636597157,0.01581067033112049,-0.04681297019124031,-0.05379517748951912,-0.01553728524595499,-0.045821260660886765,-0.07078589498996735,-0.046173904091119766,0.00418515782803297,0.05305067449808121,-0.004284324590116739,-0.020410602912306786,-0.0030944393947720528,-0.033475443720817566,0.004178384784609079,-0.015986112877726555,-0.09242650866508484,0.035080064088106155,-0.004328710027039051,0.0007072437438182533,0.009564065374433994,-0.016820861026644707,0.016031522303819656,-0.014454275369644165,-0.03307458758354187,0.016735311597585678,-0.012124878354370594,-0.006997455842792988,0.007189660798758268
