Feature,Importance Mean,Importance Std
adc0_data1,0.007975842856505938,0.0039266920342665625
adc0_data2,0.010835969227154674,0.002879594247380273
adc0_data3,0.02953022589727448,0.005727815928108217
adc0_data4,0.05149601091298043,0.010447585498609368
adc0_data6,0.019498979026853158,0.007958581539446556
adc0_data7,0.009781368881231989,0.0031403826755658083
adc0_data8,0.017901869558813375,0.007337542405929814
adc0_data9,0.010798490908679672,0.0035810268484417567
adc0_data10,0.006840620974737968,0.0019257877099105607
adc0_data11,0.0601763523446666,0.009389908895244891
adc0_data12,0.0961824831773904,0.03379825325015348
adc1_data0,0.03495879023050332,0.005007338231900149
adc1_data1,0.06120676127244583,0.0170577835300269
adc1_data2,0.0347605690461643,0.00890768625686632
adc1_data3,0.04816838234591819,0.010233805750983909
adc1_data4,0.03803273402086306,0.006011371739655347
adc1_data5,0.09135493262878999,0.020732962211319025
adc1_data6,0.031949250587764925,0.006582948237216917
adc1_data7,0.012383360132449825,0.004857206094182823
adc1_data8,0.08408007628888495,0.017051759109344106
adc1_data9,0.10005939965706742,0.025329017562868067
adc1_data10,0.03145836834505507,0.009881514880533265
adc1_data11,0.041448985609346026,0.00879957268771554
adc1_data13,0.07038789845310692,0.01960018146661118
adc1_data14,0.095159613608295,0.01718935766454747
adc1_data15,0.020837293447165388,0.0036189087277739658
adc2_data0,0.015162992882017317,0.005874150539514601
adc2_data1,0.022629023937069875,0.004481741721267958
adc2_data2,0.015797182707870446,0.002406590026897579
adc2_data3,0.02399236996888699,0.00635538142961728
adc2_data4,0.03427193371885397,0.009228865045757552
adc2_data5,0.015054158608785454,0.0024718596851486434
adc2_data6,0.023896582814154393,0.00940115022298847
adc2_data7,0.008894076237089196,0.004235609115978505
adc2_data8,0.03332820181262246,0.007717138317803919
adc2_data9,0.032670352873017325,0.006272342471321992
adc2_data11,0.016860570141168263,0.004727277728461227
adc2_data13,0.04464476205374361,0.009908604318220738
adc2_data14,0.012336665682188056,0.004097880498592735
adc2_data15,0.004976590734417862,0.0031481229206595444
adc3_data0,0.03539879401621674,0.008910532550001817
adc3_data2,0.008383614948066335,0.002748247411606884
adc3_data3,0.008585912206590777,0.002335720145610034
adc3_data4,0.010294803471300799,0.00189661095712746
adc3_data5,0.04760257210352968,0.015572319192400859
adc3_data6,0.01383954800077295,0.0069289406055147535
adc3_data7,0.013866257400280616,0.004201145582629616
adc3_data8,0.023417219321509586,0.0028176417587966805
adc3_data9,0.008405300864932578,0.001676261562621154
adc3_data13,0.011710532577651284,0.003943091003517234
